UBIGEO,lon,lat,altitud,densidad,area_km2,person_years,deaths,estrato,n_cells,crude_rate,res_m1,res_m2a,res_m2b,dev_m1,dev_m2b,expected_m1,SMR_m1
040301,-73.3318451196367,-15.8291337599588,2139.50836506288,0,754.1,34102.4004287756,0,1500-2500,,0,-0.252227771955293,-0.0167285620772444,-0.0772744813097948,-0.356703935906323,-0.109282619493658,0.063618848945531,0
040302,-74.5274367395523,-15.3908925737599,1180.82935345799,0.19,774.5,41781.169848455,0,500-1500,,0,-0.122630599824621,-0.0385594905417621,-0.046614262957917,-0.173425857433926,-0.065922522875112,0.0150382640133463,0
040303,-73.5383727274546,-16.0529929366376,1452.93303106255,0.07,3093.3,48208.8586675848,0,500-1500,,0,-0.17552070115597,-0.0324875491134147,-0.0618821243120541,-0.248223756052008,-0.0875145394705648,0.0308075165342833,0
040304,-74.3036406158076,-15.6891603206057,1153.27569901316,0.32,423.1,3814.65720081136,0,500-1500,,0,-0.0358627028124623,-0.0144078682142551,-0.0137494163723941,-0.0507175207007399,-0.0194446111085544,0.00128613345301499,0
040305,-74.7274008657044,-15.3429394962981,807.980609418283,0.53,1576.2,23930.1938009788,0,500-1500,,0,-0.0548894991271788,-0.0316551103528994,-0.027156466892039,-0.0776254740975224,-0.0384050437848574,0.00301285711443256,0
040306,-73.4317539011451,-15.5406411352075,3301.76025713746,1.04,1384.7,4894.51592356688,0,2500-3500,,0,-0.174211537260368,-0.0806205549699853,-0.0726138121384822,-0.246372318715478,-0.102691437941854,0.0303496597146205,0
040307,-74.1895951034641,-15.7693594520021,685.419958953309,0,340.2,82160.8418170757,0,500-1500,,0,-0.0809948812498174,-0.00821672305313965,-0.0375066156036142,-0.11454405954629,-0.0530423644653455,0.00656017078867202,0
040308,-73.9451443602012,-15.824815113403,1592.93684027375,0.16,1501.5,28520.0538609508,0,1500-2500,,0,-0.15333519356991,-0.0398851306170649,-0.0522852744924413,-0.216848710335671,-0.0739425442996106,0.0235116815871219,0
040309,-74.0628118719769,-15.5557424481704,2428.97612272671,0.4,705.2,25850.3027989822,0,1500-2500,,0,-0.261766411169795,-0.0881064214809023,-0.0765874169004634,-0.370193608850056,-0.108310963687758,0.0685216540167141,0
040310,-74.3981587152694,-15.4490875681948,1311.58080495356,0.42,422.8,12696.0309148265,0,500-1500,,0,-0.0781756894576676,-0.0338602780400426,-0.028855497104794,-0.110557120278901,-0.0408078353546172,0.00611143842218168,0
040311,-74.9351626258048,-15.3866925973101,349.286190009794,0.23,446.3,12651.8843669251,0,lowland (<500 m),,0,-0.0125011917363903,-0.00675456008983714,-0.00739354585155522,-0.0176793548994296,-0.0104560528172967,0.000156279794829993,0
040312,-73.7304295884937,-15.5673060065655,3086.40153431125,1.46,1036,15231.0084077772,0,2500-3500,,0,-0.27992370416152,-0.154919530751556,-0.141839485858536,-0.395871898854936,-0.200591324581168,0.0783572801515062,0
040313,-74.4287552293549,-15.6335196157709,821.452790735081,0.43,542.9,16339.4486540379,0,500-1500,,0,-0.046406148407681,-0.024193439373272,-0.0205412153485088,-0.0656282044556411,-0.0290496653334875,0.00215353061003571,0
040401,-72.5681890439775,-16.0271967008603,1532.47572815534,0,619.2,71920.0938511327,0,1500-2500,,0,-0.230797372112269,-0.0173382265130308,-0.0798117968687202,-0.326396773801241,-0.112870925569111,0.0532674269739291,0
040402,-72.3768235001182,-15.4850431120203,4166.55635757912,2.17,472.2,8033.31425800194,0,>3500,,0,-0.307974437805524,-0.182354298932284,-0.170860754875867,-0.435541626808802,-0.241633596822756,0.0948482543416288,0
040403,-72.2850801370651,-15.6409504433947,3275.1326405868,1.06,285.7,1818.2050209205,0,2500-3500,,0,-0.104996743546475,-0.0491593962490356,-0.0443159538139799,-0.148487818728435,-0.0626722229132301,0.0110243161553642,0
040404,-72.1160693385962,-15.182018640672,4720.66116185605,8.87,1197.6,12940.1947115385,3,>3500,,231.835769621378,5.99231262535006,5.53935774014702,5.49276957833488,3.1971724301059,3.06548516201647,0.215869054459466,13.8973138484901
040405,-72.3852775720249,-15.350611886361,4005.51796837566,2.51,182.5,8363.35461689587,0,>3500,,0,-0.297551744075245,-0.190986167782303,-0.180191690635912,-0.42080171197898,-0.254829532724244,0.0885370404022203,0
040406,-72.0686889989595,-15.4140550814908,4344.16895684149,4.03,904.4,5252.05043227666,0,>3500,,0,-0.263831109740278,-0.203606099814091,-0.196903920027307,-0.373113533570646,-0.278464194187044,0.0696068544667866,0
040407,-72.3681797963009,-16.0123690399157,1922.43810148731,0.5,798.1,12765.1429479034,0,1500-2500,,0,-0.133076817554294,-0.0540798650502822,-0.0466794172316692,-0.188199040222733,-0.066014664932699,0.0177094393703789,0
040408,-72.4717611976141,-15.6011216276151,4168.06267705382,1.22,247.2,3573.39669421488,0,>3500,,0,-0.205506326612924,-0.0937195990823493,-0.0853012260450078,-0.290629834249472,-0.120634150759903,0.0422328502779377,0
040409,-72.2484311889106,-15.1160307302747,4572.97960652591,9,729.6,68838.1967923203,1,>3500,,14.5268186355451,-0.0503537772500536,-0.222435228953058,-0.237641614628707,-0.050774522900131,-0.24683642153104,1.05163748518195,0.950898017701402
040410,-72.6190861032534,-15.6707617445095,3933.65890455887,2.7,266.1,14668.29218107,0,>3500,,0,-0.38430822778572,-0.256693826367505,-0.243031747517864,-0.543493907866133,-0.343698793426997,0.1476928139438,0
040411,-72.4996835301789,-15.7507634148621,2315.08860759494,1.64,55.5,3405.22727272727,0,1500-2500,,0,-0.0888968523179696,-0.0577379502695696,-0.0530140624805729,-0.125719134200351,-0.0749732061565208,0.0079026503520429,0
040412,-72.3831490852753,-15.7570822937567,2968.40588235294,0.49,340.6,1618.07766990291,0,2500-3500,,0,-0.0864454600424594,-0.0295975879217753,-0.0256375468939908,-0.122252341997628,-0.036256966523458,0.00747281756195245,0
040413,-72.5255706738742,-16.2615773381721,1144.48550997365,0,693.8,52139.1181078638,0,500-1500,,0,-0.131189088653401,-0.0109902581562681,-0.0504364898342421,-0.185529388409005,-0.0713279679620779,0.0172105769817098,0
040414,-72.5669078802045,-15.6163670767882,4232.76392405063,6.46,137.2,12020.6204002582,0,>3500,,0,-0.385041785145073,-0.371579668834323,-0.367895375658401,-0.54453131463251,-0.520282629790455,0.148257176307705,0
040501,-71.5501375457669,-15.6400784629545,4505.91834532374,3.06,243.1,47196.3108607936,0,>3500,,0,-0.831939107877764,-0.55903240536982,-0.533384574173932,-1.17653956942931,-0.754319698757372,0.692122679216449,0
040502,-71.6958543822516,-15.8221135535397,4395.47587195413,6.89,366.2,6652.525,1,>3500,,150.318863890027,3.01170472409342,3.08634267861062,3.10965859246344,1.72458163362962,1.75266827225157,0.0910806144966992,10.9792847306299
040503,-71.9594090796048,-15.6746371965206,4154.50803554547,7.35,462.3,16887.1633317822,0,>3500,,0,-0.44473860674885,-0.458223253274082,-0.456551224922274,-0.628955369375138,-0.645660934203129,0.197792428332908,0
040504,-71.2484063656472,-15.521158806431,4506.30281370547,10.69,1543.6,11017.4337771549,1,>3500,,90.7652380968737,2.08554239511298,1.62400657357664,1.58280920276594,1.4029960045788,1.17133533199222,0.16160621404474,6.18788086776884
040505,-71.7966838766386,-15.1516063905678,4641.38364926154,12.08,1508.3,29484.1186121571,3,>3500,,101.749692417905,3.69401152155467,2.68842724015934,2.59026374694041,2.46354634816152,1.94975107707962,0.469327025455392,6.39213136530776
040506,-71.6412285650221,-15.5913207099413,4187.08403361345,6.32,114.3,9099.28247602441,0,>3500,,0,-0.330008605930736,-0.316604203203654,-0.313083580303218,-0.466702646207085,-0.442767045421136,0.108905679988348,0
040507,-72.1604642332718,-15.7962324196458,3475.81463414634,4.51,716.4,5322.33185840708,0,2500-3500,,0,-0.195054228183893,-0.172158141561728,-0.167048034473064,-0.275848334895878,-0.236241595919575,0.0380461519324143,0
040508,-71.8279360315349,-16.0064161432379,3750.93771950363,3.54,372.7,7929.43968095713,0,>3500,,0,-0.264556560544994,-0.203365542030307,-0.195090948458137,-0.37413947593751,-0.275900265205728,0.0699901737273973,0
040509,-71.7053090282223,-15.5861838424094,4326.84723854289,5.12,74.5,4571.00174216028,0,>3500,,0,-0.244774129489769,-0.210858835143026,-0.206384116020256,-0.3461628936425,-0.291871215934228,0.0599143744674742,0
040510,-71.7604439663712,-15.4799283058425,4760.80157126824,3.42,389.9,6804.2360953462,0,>3500,,0,-0.340882278374379,-0.236003175365041,-0.226571524151915,-0.482080341249687,-0.320420522303182,0.116200727709707,0
040511,-72.0183878135354,-15.9675990984165,3657.67021805526,3.53,1228.8,5669.55325034578,1,>3500,,176.380740394141,4.4127191270614,5.80539867857517,6.06813463778708,2.05487296206211,2.31693984240137,0.0466735382896399,21.4254165560439
040512,-71.7972695209969,-15.7312989917644,4627.15992647059,5.54,237.3,5543.31960227273,0,>3500,,0,-0.295790092714145,-0.257540413421249,-0.25325612165674,-0.418310360731939,-0.358158242000973,0.0874917789478424,0
040513,-71.8574452374207,-15.5413340851132,4427.88803512624,2.73,159.6,5273.00602409639,0,>3500,,0,-0.271434702366914,-0.174335131780156,-0.165352851067744,-0.383866637385994,-0.233844244557062,0.073676797649015,0
040514,-71.0974512489312,-15.8309038178961,4512.24395492384,10.77,1545.7,7047.5871254162,0,>3500,,0,-0.322107660250879,-0.382624903913397,-0.388975425162097,-0.455529021671058,-0.550094321694079,0.103753344792296,0
040515,-71.5459872515549,-15.3617340285781,4462.3313810111,6.68,284.4,5457.09315866084,0,>3500,,0,-0.279109692713697,-0.268130190696859,-0.266066874585998,-0.394720712825497,-0.376275382537739,0.0779022205667343,0
040516,-71.9360022653043,-15.426792101563,4587.00633713561,4.73,414.5,6688.45181476846,0,>3500,,0,-0.321012645276253,-0.261028382000593,-0.254626360152556,-0.453980436642941,-0.360096051865441,0.103049118427258,0
040517,-71.3922604072921,-15.2126739541743,4470.61545934787,14.05,1445,11990.3211678832,0,>3500,,0,-0.414786476861941,-0.557728476236326,-0.574576674850093,-0.586596661067111,-0.812574126196238,0.172047821387542,0
040518,-71.5976146700765,-15.4830625232616,4592.74233576642,7.23,240,4813.58508914101,0,>3500,,0,-0.27280034320022,-0.268730239887082,-0.267808274075438,-0.385797945173787,-0.378738093313215,0.074420027250158,0
040519,-71.4552837911863,-15.7900972009916,4483.54419954506,7.25,1114.9,17219.0372756558,1,>3500,,58.0752561244406,1.50472554375027,1.51674612746463,1.5256642046327,1.13060148760062,1.14166325758975,0.249057209333193,4.01514175268134
040520,-72.296260522755,-16.3527782202182,1382.36959737927,0.14,1648.4,569668.078756005,0,500-1500,,0,-0.563181137255596,-0.145387411846965,-0.202176929540209,-0.796458402379568,-0.285921355754713,0.317172993360507,0
040601,-72.7208387146674,-16.0431474309282,2450.37419070041,1.27,1186.5,26866.0426035503,0,1500-2500,,0,-0.270119220537546,-0.152968349287486,-0.138737414400528,-0.382006265141846,-0.196204333053802,0.0729643933038113,0
040602,-72.843897476184,-15.8524749289305,2897.89014296464,2.2,811.2,5406.00145985402,0,2500-3500,,0,-0.152836802741525,-0.104281992196418,-0.097406400381616,-0.216143879266806,-0.137753452481625,0.0233590882722519,0
040603,-72.2888407149473,-15.0146070024703,4621.68414434805,10.19,1394.8,26235.1333534926,2,>3500,,76.2336509996717,2.4707264650792,1.97390439352088,1.92607588622265,1.77142922055377,1.48824900596708,0.412721399804074,4.84588393271934
040604,-72.9457384798324,-15.5345024559897,3227.85174418605,2.48,390.9,5346.11842105263,0,2500-3500,,0,-0.176454286050201,-0.122097350333417,-0.114867158000784,-0.249544044471055,-0.162446692715962,0.031136115065486,0
040605,-72.600588286608,-15.9126318760223,2512.97101980924,0,237.8,4762.08072487644,0,2500-3500,,0,-0.117764858219709,-0.00735517740012092,-0.0340330702954496,-0.166544659665257,-0.0481300295810218,0.0138685618315081,0
040606,-73.1266721724447,-15.880861542658,1556.11185718965,0.28,533,27618.0289855073,0,1500-2500,,0,-0.146084101372771,-0.0493971566654874,-0.0502373642202738,-0.206594117408459,-0.071046361818188,0.02134056467389,0
040607,-72.697419326203,-15.40614530246,4657.05310233115,7.17,1241.7,3312.14508928571,0,>3500,,0,-0.230687692943919,-0.225217007102459,-0.224382711964988,-0.32624166403385,-0.317325074422941,0.0532168116757877,0
040608,-73.0291272316445,-15.7019622362828,2459.39588667713,1.79,1056.2,31469.7773921666,0,1500-2500,,0,-0.293839148757994,-0.194135232348289,-0.17915296349835,-0.41555130932972,-0.253360550718698,0.0863414453428223,0
040701,-71.8788499285036,-16.8574523625224,1055.86122486969,0.06,934,211958.272931758,0,500-1500,,0,-0.236586667112272,-0.0460048305306537,-0.0936570564544939,-0.334584073306824,-0.132451079449888,0.055973251055293,0
040702,-71.5994310480824,-16.9288184505576,1146.02143256855,0,1553.6,66859.2296559905,0,500-1500,,0,-0.14883420683017,-0.0124622217117442,-0.0571924264698542,-0.210483353844269,-0.0808823051786939,0.0221516211227659,0
040703,-71.8294173524155,-17.0979986160563,212.756774193548,0,134.6,57138.2524450744,0,lowland (<500 m),,0,-0.0133760494612851,-0.00210022302392972,-0.00947028372352305,-0.0189165905591227,-0.0133930036813275,0.000178918699190745,0
040704,-72.1022339504746,-16.8763096372937,877.748629973791,0,364.7,41674.5035818006,0,500-1500,,0,-0.0812342090073856,-0.00751407790539874,-0.0343880758006934,-0.114882520106895,-0.0486320831812546,0.00659899671305562,0
040705,-71.878619485583,-17.0357183269243,553.809282700422,0,103,9955.13739837398,0,500-1500,,0,-0.0209883978050761,-0.0023056458535356,-0.0105010754422468,-0.0296820768284204,-0.0148507633099285,0.000440512842424124,0
040706,-71.5507149761869,-17.1600616956868,661.276220976782,0,758.4,51605.0187017002,0,500-1500,,0,-0.0610821385277643,-0.00628015013991455,-0.0286560573810856,-0.0863831887247165,-0.0405257849924729,0.00373102764712499,0
040801,-72.8614621647914,-15.2763051683376,4132.39811419591,5.4,166.8,23854.0030160858,0,>3500,,0,-0.524685868536328,-0.471042948779326,-0.462063288224661,-0.742017871269581,-0.653456168882024,0.275295260641721,0
040802,-72.7118728078838,-15.1674827080695,4365.93704379562,7.33,191.6,14742.1541333333,0,>3500,,0,-0.445088876019291,-0.449607793894385,-0.448138197794668,-0.629450724927878,-0.633763117138656,0.198104107556115,0
040803,-73.0487819176034,-15.2108690542304,3938.67870619946,4.46,162.3,4676.0152284264,0,>3500,,0,-0.217367443340216,-0.182180197992758,-0.176904388449272,-0.307403986390099,-0.250180585388278,0.047248605424262,0
040804,-72.7614416256258,-14.874880600416,4650.63100150038,7.05,935.8,14825.6796014683,1,>3500,,67.4505335931423,1.56569470388655,1.64554493660674,1.65741440408588,1.16252732454036,1.20896493181963,0.237298514474164,4.21410139130422
040805,-72.9302145015405,-14.9895077979915,4502.59133814548,8.62,787.9,8787.31975199291,1,>3500,,113.800342792034,2.42993965843784,2.20927822875586,2.19376019749327,1.53599711252265,1.44678076602773,0.128600723482803,7.77600602016618
040806,-72.5471491596333,-14.9389035132998,4782.30783114993,9.06,1504.8,18674.456795302,0,>3500,,0,-0.568261415023548,-0.610755603184871,-0.61588054204053,-0.803643000099628,-0.870986615355411,0.322921035804565,0
040807,-73.0704230113916,-15.289812078442,3071.23430420712,2.45,135.4,2228.0035971223,0,2500-3500,,0,-0.106333935797129,-0.0745444909426318,-0.0700507860655851,-0.15037889414481,-0.0990667717088466,0.011306905902108,0
040808,-73.2453309653622,-15.3249817789419,3007.03465346535,2.21,70.6,2371.53993610224,0,2500-3500,,0,-0.106544260576963,-0.0718470701934932,-0.0671512889541512,-0.150676338300954,-0.0949662635697952,0.0113516794618918,0
040809,-73.1726429876441,-15.404202081191,3040.92428414097,1.06,317.8,2496.0126984127,0,2500-3500,,0,-0.111013357544459,-0.0534363732669447,-0.0481341888003725,-0.156996595843948,-0.0680720226153139,0.0123239655532939,0
040810,-72.785307726134,-15.2132686121834,4267.74932371506,11.8,96.6,5218.29037037037,0,>3500,,0,-0.256600060764754,-0.324367642393509,-0.331079581576883,-0.362887286039275,-0.468217234490837,0.0658435911844754,0
040811,-73.0160761954182,-15.4047392049237,3394.51420973907,2.34,526.1,4076.35501858736,0,2500-3500,,0,-0.165200944550945,-0.109266543741709,-0.102549543092537,-0.233629416300792,-0.14502695465663,0.0272913520805245,0
050101,-74.2520879997419,-13.134558773653,2886.84698275862,5.19,81.3,885168.659448131,0,2500-3500,,0,-1.94539462076757,-1.96121170718633,-1.91279651318617,-2.75120345685716,-2.70510277100784,3.78456023051138,0
050102,-74.0209595178088,-13.3042847761904,3735.77055214724,4.52,430,70289.1914149073,3,>3500,,42.6808153517007,3.04688642402684,3.77988340194927,3.93157670012535,2.1794849069445,2.5572994248811,0.613496061867331,4.89000693968391
050103,-74.05561444893,-13.1279385894178,3532.35088723526,3.32,154.4,39468.4888521883,0,>3500,,0,-0.543161342576972,-0.414759085351633,-0.396349995868276,-0.768146137229133,-0.560523539603436,0.295024244070019,0
050104,-74.2298695294248,-13.2060957986979,3171.68661971831,7.34,25,252060.550673167,0,2500-3500,,0,-1.18253334587265,-1.34675002748136,-1.33796271461397,-1.67235469569154,-1.8921650169566,1.39838511410077,0
050105,-74.1586439699252,-13.3757272931013,3780.72804807133,9.7,454.5,53296.7794840295,2,>3500,,37.5257195530793,2.19077845125181,1.54404511613241,1.51401811979402,1.63190402270569,1.2391256949498,0.480846457178599,4.15933188264534
050106,-73.9003145705163,-13.3926050763711,3158.91664229307,5.07,300.7,49108.802259887,0,2500-3500,,0,-0.519057431991922,-0.500638603010562,-0.488163826552973,-0.734058059973527,-0.690367904171162,0.269420617706049,0
050107,-74.2326911161863,-13.0531885357406,2708.02283849918,5.77,53.9,28364.7060684498,0,2500-3500,,0,-0.318745011366266,-0.345285730007793,-0.338338219107384,-0.45077351801294,-0.478482498130822,0.101598382270881,0
050108,-74.1345311359494,-13.0613891589126,3283.46047582502,4.44,114.8,46310.3981677238,0,2500-3500,,0,-0.531765629277383,-0.476041909773344,-0.461273137352408,-0.752030164927938,-0.652338726802163,0.282774684480771,0
050109,-74.3264172846182,-13.1251111142275,3191.84918032787,3.65,80.9,12698.1867779204,0,2500-3500,,0,-0.267757213062597,-0.221663583631362,-0.212613560720421,-0.378665882136348,-0.300680981115255,0.0716939251470491,0
050110,-74.2056856177277,-13.1803967072193,2805.45882352941,7.53,7.5,428312.474433326,0,2500-3500,,0,-1.30072003946114,-1.56885332661721,-1.55862478543935,-1.83949592065641,-2.20422831021919,1.69187262105579,0
050111,-74.3641770879052,-13.0747150954955,3060.92330383481,4.6,89.7,13034.324155194,0,2500-3500,,0,-0.255998026933809,-0.239061066945854,-0.231887830000478,-0.362035881630546,-0.327938914135943,0.0655349897940034,0
050112,-74.2844324875716,-13.2614417737144,3715.27130977131,4.93,169.7,54477.2957746479,0,>3500,,0,-0.68432386560813,-0.613416140296494,-0.598301623693972,-0.9677800917986,-0.846126270617859,0.468299153040853,0
050113,-74.1421718733464,-13.1902197308827,3019.23067915691,9.75,150.9,47824.5526992288,1,2500-3500,,20.9097616926823,1.59724525310886,0.940613760342751,0.924622281475704,1.17871331822968,0.778861385348976,0.231497849840342,4.31969454873845
050114,-74.4564440104865,-13.3062942809575,3956.48745900058,11.73,914.2,129387.029721166,2,>3500,,15.4574999079125,0.587693625763901,-0.151741870009203,-0.206694933671052,0.546028112057639,-0.211662135133757,1.32381612029786,1.51078383873283
050115,-74.2085641616846,-13.1218887897463,2677.80571428571,6.95,16.1,167239.39425842,0,2500-3500,,0,-0.762040615011332,-0.901888762222514,-0.891962520892434,-1.07768817282816,-1.26142549417458,0.580705898926849,0
050116,-74.200200785388,-13.1545934171523,2686.36190476191,7.53,9.1,249447.196875509,0,2500-3500,,0,-0.934793855487092,-1.14590420482859,-1.13791701658331,-1.32199814845288,-1.60925767770725,0.873839552256423,0
050201,-74.1100745792596,-13.5997319923584,3322.82248803828,10.49,184.2,46184.8743464328,2,2500-3500,,43.3042208797192,3.16467410104751,2.10496387230174,2.06303403110053,2.07046863970716,1.56407411533206,0.291466682934061,6.86184774145339
050202,-74.4362359955362,-13.4931310532168,4080.53109638812,13.13,411.6,72965.46530837,2,>3500,,27.4102274486637,1.31617084530356,0.427255126079171,0.35474481168824,1.10736425933322,0.339662764972755,0.813147210770953,2.45957924162807
050203,-74.225670019349,-13.4942188655985,3644.28158080452,11.59,249.3,65367.0273489729,1,>3500,,15.2982327720264,0.640283723348506,0.0594592820110404,0.0236005471959238,0.570102963754248,0.0235075368240715,0.532686515199257,1.87727673118577
050204,-74.2756697096059,-13.568060007473,3671.14523650899,12.59,131.7,15931.5560344828,2,>3500,,125.53701569835,5.13051618453407,3.4887969827153,3.39006317494381,2.66878355127376,2.15539629419453,0.132495516469751,15.0948504016481
050205,-74.7195880089928,-13.4607675096058,4334.14101257221,6.93,777,33814.7474120083,1,>3500,,29.5728957491748,0.831255123462625,0.858609969200861,0.872073346475118,0.713175341878075,0.742228172310805,0.445298019175967,2.2456870611069
050206,-74.5011849539612,-13.556166255308,3870.04144282425,8.82,115.2,23611.7307567392,0,>3500,,0,-0.476707937331076,-0.547782640588509,-0.550413067974889,-0.674166830264512,-0.778401625637472,0.22725045751445,0
050301,-74.5597719273895,-14.0010231810439,4191.5450184741,10.74,1356.1,25443.2614236867,1,>3500,,39.3031374141776,1.25682421642238,0.80984819596272,0.77639250677404,0.991452577539457,0.673289995915445,0.305419249709859,3.27418786127586
050302,-74.3034424127583,-13.8120578842725,3777.36285971223,9.14,196.5,14190.7080610022,0,>3500,,0,-0.357371120802951,-0.421133394460759,-0.423808878476821,-0.505399085840007,-0.599356263796052,0.127714117983957,0
050303,-74.2225549152321,-13.9839569443418,4113.61687508589,14.76,639.1,10465.8588410104,1,>3500,,95.5487758043809,2.55020059018849,1.551591217643,1.47292140539747,1.57837029244252,1.11360123823183,0.119271226706015,8.38425182349168
050304,-74.5329457413942,-13.8262877425112,4247.00898203593,7.93,645.4,16622.8697083725,2,>3500,,120.316168933975,3.94165755803126,3.67570337712233,3.67383903698331,2.34261790865275,2.25512462149676,0.206935128972488,9.66486458790622
050401,-74.2114470880381,-12.9120306399559,3543.89352594971,4.53,164.6,348712.855224752,0,>3500,,0,-1.62180529938326,-1.42395578995059,-1.38227742769973,-2.29357904991637,-1.95483548521516,2.63025242910763,0
050402,-74.3053690459201,-12.5314861883133,3318.29761336516,2.2,370.1,8575.20544337138,0,2500-3500,,0,-0.232192229317888,-0.150613103126648,-0.140882161311128,-0.328369399779001,-0.199237463222632,0.0539132313556108,0
050403,-74.1589412123461,-12.9926524654353,3587.18403755869,7.21,93.8,33233.7655703289,1,>3500,,30.089879459606,1.4548650790754,1.27098620854443,1.28560701216396,1.10384182380004,1.00841530093879,0.259242666554212,3.85738973175885
050404,-74.218230680851,-12.9830838121455,3077.39296187683,5.84,60.5,22856.012565445,0,2500-3500,,0,-0.34152178850217,-0.354644927315062,-0.348185460743959,-0.482984745145685,-0.492408600805231,0.116637132021721,0
050405,-74.2744294654978,-12.8608072111974,3027.04483188045,2.26,141.8,50119.013643008,0,2500-3500,,0,-0.494314206411144,-0.335899775262264,-0.314321969196517,-0.699065854780333,-0.444518391789533,0.244346534659879,0
050406,-74.2685410710415,-12.7026143822916,3468.33672055427,2.04,192.1,30127.3372647428,0,2500-3500,,0,-0.462689963166743,-0.285281626048001,-0.265959402809027,-0.654342421084316,-0.376123394493175,0.214082002015242,0
050407,-73.9964367122572,-12.6038135160773,2479.4481295035,12.56,896.3,93119.156556269,0,1500-2500,,0,-0.511168093064686,-0.814112712538946,-0.828857354438063,-0.722900849864472,-1.17218131191899,0.261292819367388,0
050408,-74.0825261845729,-12.4444485251128,1904.40602533379,11.86,515.7,92350.4862369185,0,1500-2500,,0,-0.353300290862743,-0.605012727986114,-0.612500876332263,-0.49964206292845,-0.866207046274492,0.124821095523699,0
050409,-74.1021027341196,-12.3406254645723,1198.11023362948,20.07,269,35458.9723600283,0,500-1500,,0,-0.115267068547658,-0.297853213323559,-0.308143596318832,-0.163012251635088,-0.435780853072512,0.0132864970915706,0
050410,-74.0931733934245,-12.7845535398001,3799.21500172831,0.82,255.4,29131.6585171406,0,>3500,,0,-0.516140105079679,-0.203518868463839,-0.181390213637929,-0.729932336688357,-0.256524500208513,0.266400608071663,0
050411,-74.3830436416533,-12.3394777605912,2885.05962226886,5.14,716,18074.3061557277,0,2500-3500,,0,-0.277749451501046,-0.278846482598451,-0.271828376852075,-0.392797041254467,-0.384423377182069,0.0771447578091317,0
050412,-74.1915610836384,-12.7835163271998,3938.81886477462,1.69,105.9,17474.3771300448,0,>3500,,0,-0.420221996940311,-0.226878053589482,-0.209793656487567,-0.594283647280493,-0.29669303430456,0.176586526712503,0
050413,-74.1877057081165,-12.6069360080501,3895.98969072165,3.07,93.9,867,0,>3500,,0,-0.0921966498944876,-0.0655068103463726,-0.0624167225944756,-0.130385752686148,-0.0882705756119866,0.00850022225176673,0
050501,-73.9421170014392,-12.9961003237117,3646.58249740574,1.85,255,78166.4945924558,0,>3500,,0,-0.798815028960097,-0.462448003903913,-0.429232323770933,-1.12969504778283,-0.607026173685773,0.63810545049252,0
050502,-73.6480755812586,-13.0718889270863,2754.74820143885,3.81,748.4,55425.5230120482,0,2500-3500,,0,-0.456239596471389,-0.406883606114734,-0.390514390699829,-0.645220225021466,-0.552270747629564,0.208154569388376,0
050503,-73.8908601979365,-12.7284493021357,2343.89553626782,6.36,285.2,79699.143438959,0,1500-2500,,0,-0.43749595171832,-0.522739167365133,-0.513963736296828,-0.618712708403372,-0.726854486438923,0.191402707769918,0
050504,-73.8660437183623,-13.1686117719726,2887.84198516828,3.36,154.2,12352.1745254134,0,2500-3500,,0,-0.229918312355276,-0.190310801081457,-0.181590790303549,-0.325153595570765,-0.256808158449328,0.0528624303562982,0
050505,-73.5703952866751,-13.2300039180076,2908.77505946313,5.75,518.5,35268.5114317425,0,2500-3500,,0,-0.392407379326224,-0.413231247547299,-0.405148548380132,-0.55494783781843,-0.572966571894955,0.153983551349675,0
050506,-73.8910099948127,-13.2393793466004,3214.0099009901,5.29,133.8,10956.0470242469,0,2500-3500,,0,-0.251105654956518,-0.245313660910322,-0.239756902926389,-0.355117022828087,-0.339067463791069,0.063054049951142,0
050507,-73.7892858242465,-12.7646161898116,2122.12292660759,10.68,389.1,101494.684635479,0,1500-2500,,0,-0.430246486863262,-0.674777118735132,-0.680300047428045,-0.608460416885403,-0.962089553555801,0.185112039458179,0
050508,-74.0230958431808,-12.9122971553862,3835.14077669903,1.45,309,72045.154822335,0,>3500,,0,-0.822328055072857,-0.418350140209131,-0.383766129611741,-1.16294748820392,-0.542727265276355,0.676223430159908,0
050509,-73.7388942908982,-12.8500743966314,2626.33959156785,7.5,267.5,79294.0873974371,0,2500-3500,,0,-0.510814451876729,-0.630338796348042,-0.62567147365688,-0.722400725700249,-0.88483308363552,0.260931404246123,0
050510,-73.7126998546249,-12.9564989761917,2711.05787037037,8.69,266.9,34365.1381801761,0,2500-3500,,0,-0.351387777874973,-0.458071856527499,-0.458218993988824,-0.496937361122932,-0.648019515835951,0.123473370439912,0
050511,-73.3926313203686,-13.3463189056975,2657.91687857597,4.06,553.7,8504.52459016393,0,2500-3500,,0,-0.170079651340933,-0.158212134171492,-0.152277259213898,-0.240528949610034,-0.215352565221299,0.0289270878002532,0
050512,-73.5525224933242,-12.9273153728553,1149.76510067114,9.96,39.1,8478,0,500-1500,,0,-0.0532389272172209,-0.101697687050657,-0.10151755706677,-0.0752912129167879,-0.143567506022811,0.00283438337124054,0
050513,-73.6774159441474,-12.8846548497104,2194.84512578616,10.66,112.2,9017,0,1500-2500,,0,-0.13436364533098,-0.207918111906908,-0.209673931722618,-0.19001888951696,-0.296523717918217,0.0180535891866293,0
