UBIGEO,lon,lat,altitud,densidad,area_km2,person_years,deaths,estrato,n_cells,crude_rate,res_m1,res_m2a,res_m2b,dev_m1,dev_m2b,expected_m1,SMR_m1
110114,-75.4341590018617,-14.1006694354521,1686.12232820441,0.7,1261.5,10178.1804330393,0,1500-2500,,0,-0.0991009164610732,-0.049260589503575,-0.0431874571000547,-0.140149860102853,-0.0610762875553035,0.0098209916434246,0
110201,-76.0345410952896,-13.3245252013023,782.000391083301,0,225.2,620498.849111094,0,500-1500,,0,-0.267140516529529,-0.0257991647201901,-0.117927039563522,-0.377793741535414,-0.166774018721241,0.0713640555716638,0
110202,-75.9389807469343,-13.3821992249026,890.119767723204,0,364.6,71784.2519967589,0,500-1500,,0,-0.10870054434173,-0.0100022807689391,-0.0457820007944504,-0.153725784045413,-0.0647455264360876,0.0118158083401885,0
110203,-75.9426565865146,-13.1202522724118,2683.96538860104,1.3,426.3,22105.0158859471,0,2500-3500,,0,-0.277930003715583,-0.153748888306165,-0.139742457905456,-0.393052380644983,-0.197625679209248,0.0772450869653442,0
110204,-76.1508093715323,-13.4967399016925,42.5180288461539,0,72.9,117008.339976391,0,lowland (<500 m),,0,-0.00206066463726158,-0.000590258689828113,-0.00261715247361049,-0.00291421987751795,-0.00370121252297824,4.24633874726038e-06,0
110205,-75.9153647444016,-13.5122124199022,1137.29743589744,0.23,754.9,111575.848672245,0,500-1500,,0,-0.19024513077779,-0.0661512492738538,-0.0733083925514399,-0.269047244121393,-0.103673722982017,0.0361932097846582,0
110206,-76.1674267296185,-13.311574821443,228.260049627792,0.3,178,234413.26270167,0,lowland (<500 m),,0,-0.0298632516397548,-0.0213331546390694,-0.0206104079902444,-0.0422330154855018,-0.0291475185058464,0.000891813798499319,0
110207,-76.0888753454381,-13.2584377382375,810.05752396832,0,210.6,593132.040497266,0,500-1500,,0,-0.2742427123595,-0.0261387723243536,-0.119523412333791,-0.387837763200789,-0.169031630743559,0.0752090652822956,0
110208,-75.8143195308548,-13.224708965455,2840.39069674586,0.81,441.3,14080.692918597,0,2500-3500,,0,-0.239913272498452,-0.104866868296621,-0.0931233028638712,-0.339288603760624,-0.131696237883064,0.0575583783209167,0
110209,-75.7271669662286,-13.0784402312795,3985.16526845638,2.6,210.5,8727.18334892423,0,>3500,,0,-0.301819312469464,-0.197217644040482,-0.186391655651548,-0.426836965080439,-0.263597607335595,0.09109489737954,0
110210,-76.1628427125926,-13.4268898431698,64.3555555555556,0,16.2,266462.657713328,0,lowland (<500 m),,0,-0.00551932382663208,-0.00135428647206671,-0.00603085825291143,-0.00780550261075206,-0.00852892153401706,3.04629355032286e-05,0
110211,-76.1832809788624,-13.4603181361865,11.4929577464789,0,12.7,53027.3459856295,0,lowland (<500 m),,0,-0.000226852588218462,-0.000105901599164487,-0.000463179703253994,-0.000320818006917988,-0.000655035018157744,5.14620967814152e-08,0
110301,-75.0368333715815,-14.8570548431729,729.244037119411,0.48,1143.4,241261.977063753,0,500-1500,,0,-0.151225884349234,-0.0866371039864094,-0.0738752952860205,-0.213865696628551,-0.104475444517807,0.0228692680972078,0
110302,-75.3343661916111,-14.8016265390061,434.21889041724,0,954.7,17621.2900232019,0,lowland (<500 m),,0,-0.0199404368434763,-0.00239880249295937,-0.0108976068428152,-0.0282000362236883,-0.0154115433945192,0.000397621021508667,0
110303,-75.0070858871389,-14.6777565957723,958.099914113942,0.18,611.3,29110.2727530479,0,500-1500,,0,-0.0766446161820283,-0.0254252852699013,-0.0314300628888956,-0.108391855687505,-0.0444488212037155,0.00587439718969043,0
110304,-75.0693275995221,-15.1424329522598,758.970305480683,0,1943.8,147018.336844503,0,500-1500,,0,-0.124762896881221,-0.0121842392821205,-0.0556763104638397,-0.176441380850378,-0.0787381933608571,0.0155657804381941,0
110305,-74.8280056630166,-14.9284777946526,1122.89795249795,0.84,534.1,197869.4603375,0,500-1500,,0,-0.248919057223924,-0.156415426331969,-0.137810403870439,-0.352024706659197,-0.194893342189689,0.061960697049247,0
110401,-75.131569660441,-14.4897315777357,818.847389558233,0,131.3,70036.7971824427,0,500-1500,,0,-0.0956555790246657,-0.00908051324093418,-0.0415266784453118,-0.135277417173334,-0.0587275918576665,0.00914998979854407,0
110402,-75.1587257515428,-14.5946600931649,595.164829899377,0,182.5,14233.7072748268,0,500-1500,,0,-0.0277272916230398,-0.00296512520423872,-0.0135148490745254,-0.0392123118611767,-0.0191128828546193,0.000768802700749091,0
110403,-75.1475428490923,-14.345665410343,1208.27458100559,0,313.7,23672.2679425837,0,500-1500,,0,-0.0952884897797513,-0.00782268600487451,-0.0359202307359404,-0.134758274584574,-0.0507988774703379,0.00907989628450576,0
110404,-75.2576659919003,-14.4711623270631,804.593684941013,0,253.7,8315.00866217517,0,500-1500,,0,-0.0321678727806701,-0.00307375919218918,-0.0140542252510915,-0.045492241959116,-0.0198756759587401,0.00103477203923337,0
110405,-75.1609269779288,-14.1503817930681,2280.92967320261,0,335.8,2895.01092896175,0,1500-2500,,0,-0.0802976078317879,-0.0051998350722265,-0.024035749464465,-0.11355796602183,-0.0339916828744483,0.0064477058235076,0
110501,-76.1917789688554,-13.7018101275669,27.8475177304965,0,24.7,635462.575910269,0,lowland (<500 m),,0,-0.00267332429647051,-0.000896821667526887,-0.00395887081839158,-0.00378065147669011,-0.00559868880305244,7.14666279409955e-06,0
110502,-75.6159016332829,-13.5551760242658,2205.22327721222,1.13,898.3,11688.2198100407,0,1500-2500,,0,-0.153978705174479,-0.0860225273067588,-0.0774764024269385,-0.217758773174396,-0.109568179076052,0.0237094416472091,0
110503,-75.8179788516674,-13.7440999225749,1025.09718595881,0.07,909.6,46880.4653243848,0,500-1500,,0,-0.106803572844669,-0.022518104149683,-0.0427362523163193,-0.151043061226834,-0.0604381876307373,0.0114070031723866,0
110504,-76.0130031539318,-13.6468570971818,324.29799803085,0,268.6,116884.620812147,0,lowland (<500 m),,0,-0.0342870995946314,-0.00459959820875683,-0.0208320150837062,-0.0484892812611647,-0.0294609182629382,0.00117560519861217,0
110505,-76.1578251440391,-14.0469780176235,253.186148253127,0.03,1425.2,74293.156279509,0,lowland (<500 m),,0,-0.0194053742931313,-0.00469749112293365,-0.0128984324728895,-0.0274433435082725,-0.0182411381365139,0.00037656855145652,0
110506,-76.1067771491745,-13.8043240361348,170.095760787282,0,232.4,128656.416338458,0,lowland (<500 m),,0,-0.0147249082472547,-0.00251349133471964,-0.01130729949978,-0.020824164947967,-0.0159909363064034,0.000216822922890068,0
110507,-76.1439867589757,-13.6421138462836,78.3525641025641,0,136.8,234031.34486332,0,lowland (<500 m),,0,-0.00679212935041013,-0.00154853212415574,-0.00691006792606221,-0.00960552144474237,-0.0097723117779565,4.61330211127028e-05,0
110508,-76.1103370395392,-13.726174608787,140.090047393365,0,55.6,156561.88316904,0,lowland (<500 m),,0,-0.0124169035683682,-0.00227880712174235,-0.0102307601013673,-0.0175601534290652,-0.0144684796887392,0.000154179494226156,0
120101,-75.0712680540565,-11.9933251097214,4291.8390625,1.38,226.7,996000.201215373,0,>3500,,0,-3.57277766552814,-1.70419513632386,-1.56125556132819,-5.05267062993358,-2.20794878916075,12.7647402472967,0
120104,-75.2025811062671,-12.3554291793411,3724.33783783784,5.55,13.1,3712.07520325203,0,>3500,,0,-0.179236928646904,-0.169371191624179,-0.166191220178577,-0.25347929537055,-0.235029877523877,0.0321258765907753,0
120105,-75.2571277681146,-12.4104140296862,4012.16244725738,6.61,125.3,7451.3744813278,0,>3500,,0,-0.281505445250597,-0.280044824286114,-0.277433737976722,-0.398108818555271,-0.392350554906544,0.079245315705737,0
120106,-75.2933788533142,-12.2907544045762,3869.74630021142,7.1,41.4,5447.7875862069,0,>3500,,0,-0.228956358026697,-0.238466736100908,-0.237006612928887,-0.323793186712905,-0.335177966376143,0.0524210138808492,0
120107,-75.1831525904035,-12.0790514642676,3578.14935064935,9.91,26.8,801768.131364573,2,>3500,,2.49448677461911,-1.6896129669915,-2.46532145254297,-2.50237076936626,-1.97204414489087,-3.05488012077607,6.21074707479853,0.32202245171365
120108,-75.437227260492,-12.4856391816546,4480.41346275054,10.46,701.9,12056.0785714286,0,>3500,,0,-0.417184587578515,-0.490343399436483,-0.497711809297393,-0.589988101766562,-0.703870790861625,0.174042980113055,0
120111,-75.2411353031238,-12.2098256837919,3840.35181236674,7.43,41.6,16580.0171755725,0,>3500,,0,-0.395231411828792,-0.421409358040301,-0.419755577041388,-0.558941622884144,-0.593624029933675,0.15620786889618,0
120112,-75.1912410940417,-12.3142279237276,3731.10088070456,6.23,110.8,8172.27602674308,0,>3500,,0,-0.266612951962567,-0.265305316445853,-0.261849752255014,-0.377047652569789,-0.370311470943075,0.071082466154194,0
120113,-75.1547063109625,-12.2517910587279,3824.17051792829,2.15,110.8,10362.4330125833,0,>3500,,0,-0.310635861358621,-0.189118799596595,-0.176957531087506,-0.43930544809281,-0.250255740428009,0.0964946383620123,0
120114,-75.1610787938477,-11.9719521385233,4067.43466666667,6.04,166.3,1404663.63088761,0,>3500,,0,-3.93894238740059,-3.74242992086442,-3.69125400663272,-5.57050574566818,-5.22022147834402,15.5152671312611,0
120116,-75.2093512467943,-12.1866997930403,3399.19926199262,6.6,24.3,11200,0,2500-3500,,0,-0.274356115973546,-0.290161884860897,-0.286936772246434,-0.387998140129795,-0.405789874854468,0.07527127837209,0
120117,-75.2441195326083,-11.9679754002257,3481.09271523179,9.9,13.6,47310.4611158798,0,2500-3500,,0,-0.582767239783542,-0.734107614201146,-0.741117899390235,-0.824157334208618,-1.04809898463513,0.339617655764928,0
120119,-75.2040982610564,-12.1105173696573,3229.76258992806,9.21,12.3,240189.138597538,0,2500-3500,,0,-1.1837101385702,-1.48402998181899,-1.49158813823783,-1.67401893188451,-2.10942417457078,1.40116969215388,0
120120,-75.2860879828588,-12.3712217390922,3820.35363790186,8.33,52,6650.14152046784,1,>3500,,150.372739726244,3.77555158155174,3.29693210864497,3.29009257110408,1.92163271501458,1.80204988747257,0.0617549466455929,16.1930347983122
120121,-75.2220663286758,-12.1344098773255,3229.96855345912,8.15,14,86602.7917795423,0,2500-3500,,0,-0.710841811476935,-0.843132339979783,-0.842221553408871,-1.00528213049254,-1.19108114335376,0.505296080943811,0
120122,-75.2229484207321,-11.8537327811592,4114.90343698854,6.22,54.1,19380.1169093851,0,>3500,,0,-0.470160980635439,-0.450732309546937,-0.445281140388168,-0.664908035313272,-0.629722627805905,0.221051347712077,0
120124,-74.87700539508,-11.9521803912499,3623.28466707392,3.04,580.3,40935.3075916231,0,>3500,,0,-0.572970121767111,-0.416425506568467,-0.396284823456999,-0.810302117037612,-0.560431371895515,0.328294760437818,0
120125,-75.2542689199705,-12.0474743632422,3212.22,10.64,8.9,193817.429855803,0,2500-3500,,0,-1.0553368280067,-1.41539305114031,-1.43290456296085,-1.49247165503888,-2.02643306652553,1.11373582054725,0
120126,-75.1005141966313,-12.1801971572228,3958.1461477363,4.58,111.2,38471.7536965769,0,>3500,,0,-0.627756787047853,-0.531525290192665,-0.516850344633067,-0.887782162114833,-0.730936767097292,0.394078583684644,0
120127,-75.2486655047149,-11.8456023147925,4149.34492753623,12.48,30.4,15283,1,>3500,,65.4321795459007,1.94528548276362,1.25353565547403,1.19954959838169,1.34326521369706,0.957035994415788,0.178388349238954,5.60574726021195
120128,-75.166152124993,-11.8822464177839,4364.88981173865,3.95,159.5,32629.0554187192,0,>3500,,0,-0.661948661587469,-0.505325635115615,-0.488222398002347,-0.936136774811717,-0.690450736709234,0.438176030577441,0
120129,-75.2344761244357,-11.9890110440787,3481.94932432432,8.86,26.2,151148.687503495,0,2500-3500,,0,-1.04199740254888,-1.24809582509457,-1.25299009897509,-1.47360685864217,-1.77199559148977,1.08575858691862,0
120130,-75.2863741108605,-11.9374085672572,3373.92372881356,10.91,21,104072.860006264,0,2500-3500,,0,-0.827728247342293,-1.10240653908443,-1.11802987063527,-1.17058451335078,-1.58113300619064,0.685134051448343,0
120132,-75.2468830955492,-11.9506179308562,3554.11333333333,9.9,13,50829.2092043429,0,>3500,,0,-0.62165934681031,-0.777053520205357,-0.784644184892975,-0.87915907943514,-1.10965444791283,0.386460343476621,0
120133,-75.1397379712076,-12.1138572882339,3850.11574406902,9.37,123.5,203138.128549581,0,>3500,,0,-1.388292948643,-1.64277930105297,-1.65561789552621,-1.96334271651787,-2.34139728196077,1.92735731125188,0
120134,-75.2875089405578,-12.01905665156,3265.78361344538,10.25,42,179348.861142272,0,2500-3500,,0,-1.03868840321428,-1.36125758726039,-1.37574630616714,-1.46892722690529,-1.94559908456626,1.07887359897184,0
120135,-74.6936310358359,-11.8547591185415,3041.3482566953,3.65,876.4,50411.2734076676,0,2500-3500,,0,-0.498998778875819,-0.420614676629115,-0.403238264988739,-0.705690840693796,-0.57026502321487,0.248999781319558,0
120136,-75.2276759394127,-12.1605324537246,3202.21917808219,6.93,6.1,23474.2183708839,0,2500-3500,,0,-0.365692257506676,-0.404318392497181,-0.400558618949366,-0.517166950220775,-0.566475431443631,0.133730827200329,0
120201,-75.313514905197,-11.912461480337,3336.45893719807,11.02,18.2,134763.153207865,0,2500-3500,,0,-0.927453417127165,-1.24603751427734,-1.26418780446065,-1.31161720097051,-1.78783153845492,0.860169840940855,0
120202,-75.3970791313374,-11.9553368151192,3792.88713318284,10.35,38.9,13002.3169562612,0,>3500,,0,-0.34402761208971,-0.428249591658019,-0.433697418933106,-0.486528514848098,-0.613340771821405,0.118354997880148,0
120203,-74.8571725960132,-11.696338858443,3811.41972275838,3.52,505.5,26333.4194649972,0,>3500,,0,-0.49290888828721,-0.375678794812391,-0.36035044688406,-0.697078434830017,-0.509612489190643,0.242959172152533,0
120204,-75.43648228364,-12.0056061962135,3829.35638730675,6.44,109.1,21222.1788617886,0,>3500,,0,-0.445379625657371,-0.445558636555363,-0.440610293101689,-0.629861907009307,-0.623117052225594,0.1983630109507,0
120205,-75.1413673022259,-11.6200631347673,3679.96795398521,3.04,108.4,15630.180952381,0,>3500,,0,-0.361739933668932,-0.261387452301541,-0.248785653902715,-0.511577520246547,-0.351836045873078,0.130855779610803,0
120206,-75.048961454081,-11.6654688888677,4143.65713484721,1.67,948.4,42140.90805841,0,>3500,,0,-0.700013305417322,-0.368855572151255,-0.341056129011411,-0.989968310362797,-0.482326203178405,0.490018627761286,0
120207,-75.2817774890491,-11.8387398731342,3981.72401433692,11.91,25.1,7441.97761953204,0,>3500,,0,-0.278377953987416,-0.362652264749698,-0.37006104027503,-0.393685877994677,-0.523345342062844,0.0774942852662201,0
120208,-75.3644869787375,-12.0018817834272,3599.10152284264,10.22,17.4,12203,0,>3500,,0,-0.309949246139583,-0.39121029130637,-0.395717644252115,-0.438334427537915,-0.559629259371672,0.096068535182496,0
120209,-75.1053444703226,-11.5890518666023,3004.47798742138,2.57,56.2,11660.0061141304,0,2500-3500,,0,-0.23596788802261,-0.170439757201791,-0.160514802243407,-0.333708987526111,-0.227002210294261,0.0556808441778511,0
120210,-75.3574342429242,-11.8818464579855,3296.34831460674,10.17,23.6,50723.6358242463,0,2500-3500,,0,-0.559552820472467,-0.728187985431606,-0.735719668147436,-0.791327187576281,-1.04046473279874,0.313099358898693,0
120211,-75.3517507927375,-11.9288010550372,3367.75800711744,10.35,25.2,11606,0,2500-3500,,0,-0.275715227116751,-0.3587904309779,-0.362903348925728,-0.389920213541287,-0.51322283788138,0.0760188864640414,0
120212,-75.3146270890902,-11.8898986244293,3333.8961038961,11.39,6.8,20639.0261254019,0,2500-3500,,0,-0.362567769247327,-0.494597838256143,-0.502634085287589,-0.512748256548929,-0.710831940324703,0.131455387296983,0
120213,-75.3282262244105,-11.9753310329527,3382.54296875,10.11,45.1,42098.1034616881,0,2500-3500,,0,-0.528304177130598,-0.679104195383887,-0.686108769033651,-0.74713493235645,-0.970304326430499,0.279105303573639,0
120214,-75.5726828618033,-12.0762529832094,4139.65662650602,14.06,308,45210.5239002425,0,>3500,,0,-0.724091532134779,-1.00231265659168,-1.03179815367351,-1.02402006514452,-1.4591829425566,0.524308546909292,0
120215,-75.3068457263346,-11.8699310457887,3498.1043956044,11.91,16.1,16656.0042857143,0,2500-3500,,0,-0.348122814618585,-0.475976433537283,-0.48504326391224,-0.492320005805098,-0.685954762162402,0.121189494057966,0
120301,-75.3564540757531,-11.0327782817586,2042.98363023592,11.21,738.5,233451.609198178,0,1500-2500,,0,-0.619080985736128,-1.00666557966694,-1.01698087088278,-0.875512726235337,-1.43822814027643,0.383261266900016,0
120302,-75.0759417183788,-10.9402322736834,1479.21649976156,7.66,1490,481548.871182315,0,500-1500,,0,-0.568672813761011,-0.877838520463198,-0.867046551378744,-0.804224805773691,-1.22618899216864,0.323388769110866,0
120303,-74.8687131342068,-11.0249780897527,1377.46616111032,12.63,1242.4,339416.238445451,0,500-1500,,0,-0.432580924119645,-0.860185711872702,-0.870643481210161,-0.611761809713889,-1.23127581911913,0.187126255912206,0
120304,-75.2727585472896,-10.8432819089899,1400.45185185185,9.82,192.4,30870.0443266683,0,500-1500,,0,-0.133480572718903,-0.235359529891309,-0.235259727135228,-0.1887700362524,-0.332707496794834,0.0178170632933663,0
120305,-75.4050920784384,-11.1568171020065,2334.29490117445,7.13,621.3,235599.377269302,0,1500-2500,,0,-0.747940331616476,-0.942617190220304,-0.93210587753861,-1.05774736081785,-1.31819677358278,0.559414739658564,0
120306,-75.2366068729624,-11.265041269629,2640.24070317782,11.09,393,13526.8962795941,0,2500-3500,,0,-0.212527563105926,-0.312500030245195,-0.316378162667631,-0.300559362122504,-0.447426288483245,0.0451679650797433,0
120401,-75.4911382176043,-11.7740855673469,3386.42727272727,15.74,9.5,159868.415271436,0,2500-3500,,0,-1.03115518021363,-1.61924901192152,-1.67287505056203,-1.45827364076939,-2.3658025846604,1.0632810056814,0
120402,-75.5675712945874,-11.6626542138677,3789.39867354458,6.44,120.1,47955.983405138,0,>3500,,0,-0.659859059615178,-0.662714634325934,-0.65528270817878,-0.933181631362541,-0.926709693095002,0.435413978556227,0
120403,-75.2725033548841,-11.6806400471641,4097.37964527027,6.05,419.6,36384.1461621622,1,>3500,,27.4844982081771,0.921085134043768,1.039509400246,1.07028109136426,0.776422444746885,0.876006159540071,0.410126655695678,2.43827116846075
120404,-75.4470944669449,-11.7954643207602,3391.14285714286,14.32,5.6,11085.0726744186,0,2500-3500,,0,-0.27204983389004,-0.409076518993071,-0.420621569768519,-0.384736564728642,-0.5948487285933,0.0740111121195983,0
120405,-75.8000091515856,-11.9149684346941,4393.8018161393,12.99,946.2,13439.0146799765,1,>3500,,74.4102171039334,1.90380029881665,1.2259480670375,1.16622681314524,1.32491564218337,0.936598654811809,0.183801427622844,5.44065415015153
120406,-75.6691652547829,-11.7684412838164,4006.80108254398,11.4,65.5,11492.3272481406,0,>3500,,0,-0.348954475005413,-0.444624061243237,-0.452737675386883,-0.493496151203439,-0.640267760729398,0.121769225626304,0
120407,-75.391569844828,-11.8178317362605,3481.76119402985,9.1,17.9,21978.0525739321,0,2500-3500,,0,-0.397307322849742,-0.481700237324915,-0.484240668807621,-0.561877404404251,-0.684819721280356,0.157853108790029,0
120408,-75.4040884555064,-11.7896278084359,3677.80630630631,11.77,19.7,13117.2872403561,0,>3500,,0,-0.331118349123669,-0.441963198260065,-0.450349623918246,-0.468272060081283,-0.636890545954807,0.109639361126384,0
120409,-75.4806020053106,-11.821277440523,3540.68944099379,14.32,14.3,8785.01469237833,0,>3500,,0,-0.257094176174097,-0.380409035871713,-0.39132153461254,-0.363586070752546,-0.553412221497707,0.0660974154226376,0
120410,-75.466739582449,-11.7643836865209,3410.57352941177,19.81,12,17879.493877551,0,2500-3500,,0,-0.348250214023863,-0.605328781003128,-0.632712790757767,-0.492500175771881,-0.894791009776564,0.121278211567667,0
120411,-75.6187199808617,-11.7656305161831,3941.94808743169,9.56,32.5,4405.39335664336,0,>3500,,0,-0.211226141204145,-0.250019831895729,-0.25229097071637,-0.298718873618636,-0.356793312451363,0.0446164827279934,0
120412,-75.4288850083519,-11.7542554298412,3682.7023255814,19.81,19.1,6014.046875,0,>3500,,0,-0.224617899260352,-0.379399386604763,-0.396881138462785,-0.317657679485743,-0.561274688664145,0.0504532006681337,0
120413,-75.4313801556618,-11.8691442907188,3655.2375,8.83,21.1,12849.0024645718,0,>3500,,0,-0.324934405994134,-0.381622555753127,-0.383248120887755,-0.45952664383855,-0.541994690313467,0.105582368198761,0
120414,-75.6250506117183,-11.8348417986464,4010.07491856678,14.12,109.2,9339.12060301508,0,>3500,,0,-0.314926163942292,-0.441990988040249,-0.454939603607725,-0.445372852193322,-0.643381757482685,0.0991784887354071,0
120415,-75.5677477095009,-11.76045029096,3602.41538461538,11.67,28.7,11385.0731052985,1,>3500,,87.8343064424078,3.03620235373012,2.08799537385825,2.03585583363996,1.73169419328801,1.38223315776417,0.0898580239812461,11.1286667088151
120416,-75.4220185570195,-11.7808253454842,3607.60365853659,13.47,14.5,14002.5657458564,0,>3500,,0,-0.333103717305525,-0.476057148128002,-0.488301236027818,-0.471079794690367,-0.690562230514087,0.110958086482759,0
120417,-75.364663323061,-11.7749631214519,3968.64751958225,12.76,33.7,5858.19047619048,0,>3500,,0,-0.245863997763472,-0.330865341530996,-0.338787987221362,-0.34770420013637,-0.479118566297534,0.0604491053962363,0
120418,-75.3392544590426,-11.5941974552096,3920.3610639502,3.75,314,12788.1200244948,0,>3500,,0,-0.357155754532492,-0.27720110066392,-0.266818846597722,-0.505094511939447,-0.377338831555244,0.127560232995674,0
120419,-75.2310886347454,-11.4085855112489,3000.73337759651,2.68,934.7,15488.3916532905,0,2500-3500,,0,-0.271491968172328,-0.199951947775423,-0.188704119710021,-0.38394762346467,-0.266867925369587,0.0737078887820842,0
120420,-75.4376547961553,-11.8384181500504,3489.12030075188,8.83,11.9,8407,0,2500-3500,,0,-0.24644597173974,-0.294511251850703,-0.29562197412472,-0.348527235626557,-0.418072605142686,0.0607356169867447,0
120421,-75.4593635394258,-11.835044054765,3643.7264957265,14.32,20.8,18933.0004189359,0,>3500,,0,-0.392712419187973,-0.574886185008219,-0.591554874812142,-0.555379229327979,-0.836584926847249,0.15422304418447,0
120422,-75.5284533648877,-11.6831669755961,3687.42440318302,4.68,34,6885.69213732004,0,>3500,,0,-0.240771490923487,-0.21138609127961,-0.205621400279784,-0.340502307896786,-0.290792572989818,0.0579709108415188,0
120423,-75.5334240243383,-11.880049517929,4053.79603960396,11.98,89.1,11112.3260273973,1,>3500,,89.9901602539843,2.51891010666689,1.75769981739138,1.70293959645774,1.56753152106277,1.23132998674265,0.121605644732466,8.22330248073613
120424,-75.4990280634873,-11.7475124633988,3400.58914728682,15.74,11.4,10024.0633802817,0,2500-3500,,0,-0.259700797570136,-0.407179782870053,-0.42068305362098,-0.367272390082796,-0.594935679891318,0.0674445042585647,0
120425,-75.5406023951532,-11.8206157956794,3801.31758530184,11.18,34,9078.44830508475,0,>3500,,0,-0.28835229109923,-0.371405960201918,-0.37760439818442,-0.407791720813885,-0.534013261124137,0.0831470437821748,0
120426,-75.6891857292844,-11.6328837183403,4150.34130229632,4.76,281.3,10846.7433751743,1,>3500,,92.1935704949714,2.45355028510967,3.01761170585336,3.11113723879553,1.5444707480094,1.75308513439474,0.126691040966077,7.89321796059568
120427,-75.4575204508973,-11.5600289793749,4260.90639711991,3.02,319.8,9713.51014040562,0,>3500,,0,-0.34931408064133,-0.238252622401497,-0.227038413159974,-0.494004710370858,-0.321080803070501,0.122020326934297,0
120428,-75.3785239162986,-11.8386666950296,3438.03971119134,9.1,24.3,22543.8674132948,0,2500-3500,,0,-0.395411881656002,-0.481669407459492,-0.48414571094854,-0.559196845761384,-0.684685430588189,0.15635055615474,0
120429,-75.4893062189652,-11.71892294117,3479.88659793814,10.08,8.7,5310.57388809182,0,2500-3500,,0,-0.195154671184098,-0.247882541440004,-0.250476091128334,-0.275990382749014,-0.354226685123889,0.0380853456849736,0
120430,-75.4832911061476,-11.7926533534251,3378.78431372549,13.43,4.7,26937.6937669377,0,2500-3500,,0,-0.42195353863218,-0.617140818787927,-0.632485249749858,-0.596732417024949,-0.894469218197183,0.178044788764219,0
120431,-75.5131110328493,-11.9420710096153,3924.67114351497,8.79,231,33484.0680480339,0,>3500,,0,-0.578807222214292,-0.66061183690629,-0.663767370936296,-0.818557023654949,-0.938708818238842,0.335017800487424,0
120432,-75.5947391613474,-11.7068198166442,3712.6875,8.38,32.7,7857.7084548105,0,>3500,,0,-0.259647209928073,-0.296072984153732,-0.29659979059048,-0.367196605712615,-0.419455446450077,0.0674166736234329,0
120433,-75.4713486397697,-11.6788466982374,3944.24026590693,4.17,93.1,8281.38904109589,0,>3500,,0,-0.289838693237364,-0.235506145917976,-0.227915937045755,-0.409893810876775,-0.322321809251079,0.0840064680975426,0
120434,-75.5142769967589,-11.7958384602161,3509.17117117117,13.34,19.6,80387.3593890386,0,>3500,,0,-0.76813887309819,-1.10432374986492,-1.13184589916701,-1.08631241212145,-1.60067182111836,0.590037328364558,0
120501,-76.0119041495937,-11.1887803845389,4299.01960984578,9.12,869.6,88306.4696809448,0,>3500,,0,-1.06629517732512,-1.19610875234166,-1.20520365009164,-1.50796910126621,-1.70441534738116,1.13698540518681,0
120502,-76.0209825116019,-10.913931638638,4298.98609904431,6.06,204.6,51282.4457381699,0,>3500,,0,-0.812570146048117,-0.757369484396123,-0.747569867985728,-1.14914772092073,-1.05722344612688,0.660270242248659,0
120503,-76.1820113487173,-11.0914053779357,4224.19478527607,11.63,289.5,8811.41283607979,0,>3500,,0,-0.328737290164651,-0.414416523086739,-0.422637252882485,-0.464904734208629,-0.597699334990517,0.108068205944798,0
120504,-75.6839059201647,-10.9044857366906,3501.91141129349,3.72,1132.2,31267.0494398441,0,>3500,,0,-0.477688066776371,-0.385304028327723,-0.370285603900407,-0.675552942618928,-0.523662922987467,0.228185889140547,0
120601,-74.6118197693569,-11.1796160328562,1109.67484729494,9.66,815.1,341819.296749893,0,500-1500,,0,-0.321844516048757,-0.614417553415761,-0.612157587881223,-0.455156879571557,-0.865721563091226,0.103583892510658,0
120602,-74.6514738434242,-11.317464517148,1046.58683729433,14.25,97.5,52571.1138048178,0,500-1500,,0,-0.11639521173144,-0.270866768469187,-0.275041171563397,-0.164607687025891,-0.388966955035942,0.0135478453140069,0
120603,-74.6489730939484,-11.4629357020383,2147.0666092449,11.56,308.2,60522.7750681199,0,1500-2500,,0,-0.337660099776282,-0.54652605551092,-0.553269717153228,-0.47752349257587,-0.782441537648421,0.114014342980928,0
120604,-74.3096993040012,-11.3648590190597,932.999365973934,9.58,1258,346285.837013172,0,500-1500,,0,-0.254810393929869,-0.517032302017527,-0.513982020478727,-0.360356314929252,-0.726880344176941,0.064928336854695,0
120605,-74.8418665522024,-11.4137498189348,2835.71428571429,7.65,950,28744.2833986928,0,2500-3500,,0,-0.342001079154604,-0.413807453615851,-0.411483347102866,-0.483662564486676,-0.581925330163549,0.116964738142914,0
120606,-74.3223458022117,-11.7692902858034,1561.42511349484,15.48,4413.5,523983.124360279,0,1500-2500,,0,-0.639314153136293,-1.33032757304109,-1.36216247257852,-0.904126745982415,-1.92638864287621,0.408722586400376,0
120607,-74.6909494508703,-11.1031662894304,979.926154965442,12.5,488.1,275999.478856127,0,500-1500,,0,-0.24347443890586,-0.547214940012365,-0.551611807381188,-0.344324853591847,-0.780096899163611,0.0592798024005236,0
120608,-73.8146583990512,-11.5304558323758,1279.53787944606,15.94,10209.9,236718.350946895,0,500-1500,,0,-0.326200826691176,-0.740928868367941,-0.758199881057817,-0.461317633163977,-1.07225655478163,0.106406979334007,0
